4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,10,0,0,1,0,0,0,1,0,1,3
4,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,10,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,10,1,1,1,0,1,1,0,0,1,3
4,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,10,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,10,1,1,1,1,0,1,1,0,1,3
4,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,10,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,10,0,1,1,1,1,0,0,0,1,3
4,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,10,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,10,0,1,0,1,1,0,0,0,0,3
4,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,10,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,10,0,0,1,1,0,1,0,0,0,3
4,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,10,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,10,0,1,0,0,1,1,1,1,1,3
4,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,10,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,10,1,0,1,1,0,1,1,1,0,3
4,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,10,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,10,1,0,0,1,1,1,1,1,1,3
4,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,10,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,10,0,0,0,1,0,0,1,1,1,3
4,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,10,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,10,1,1,0,1,1,0,0,0,1,3
4,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,1,1,0,0,0,1,1,3
4,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,10,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,10,1,0,0,0,3
4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,10,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,10,1,0,0,0,3
4,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,10,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,10,0,0,1,1,3
4,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,10,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,10,1,0,0,0,3
4,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,10,10,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,10,0,1,0,1,3
4,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,10,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,10,1,1,0,0,3
4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,10,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,10,0,1,1,1,3
4,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,10,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,10,1,1,0,1,3
4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,10,0,0,1,0,3
4,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,10,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,10,1,1,1,1,3
4,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,10,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,10,1,1,1,1,3
4,0,0,1,1,10,10,10,10,10,10,0,0,0,1,1,0,1,0,1,1,10,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,10,0,0,1,1,3
4,1,1,1,0,10,1,1,1,1,10,1,0,1,1,1,0,1,0,0,0,10,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,10,0,0,1,1,3
4,0,0,1,0,10,1,0,0,1,10,0,0,0,1,0,0,0,0,0,0,10,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,10,1,0,0,1,3
4,0,1,0,0,10,1,1,0,0,10,1,1,1,1,0,0,1,1,0,1,10,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,3
4,1,1,0,0,10,0,0,0,1,10,0,1,0,0,0,1,1,0,1,1,10,0,1,1,1,0,1,1,1,1,0,1,0,0,1,10,10,10,1,1,10,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,10,1,3
4,1,1,0,1,10,0,1,1,0,10,1,0,0,1,0,1,0,0,0,1,10,0,1,1,0,1,0,1,0,1,1,1,0,1,10,10,1,1,0,0,10,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,10,0,3
4,1,1,1,1,10,1,1,1,1,10,1,1,0,1,1,1,0,0,0,0,10,1,0,1,0,0,0,0,0,0,1,1,1,10,10,1,1,0,1,1,10,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,10,0,3
4,0,0,0,1,10,0,1,0,0,10,1,1,0,0,1,1,0,1,1,0,10,1,0,1,1,0,1,0,0,1,1,0,10,10,1,0,1,0,0,1,10,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,10,0,3
10,10,10,10,10,10,0,1,1,0,10,10,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,1,0,1,0,1,10,10,1,1,1,0,0,0,1,10,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,10,1,3
4,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,10,1,0,0,0,1,0,1,1,1,10,10,1,0,0,1,1,1,1,0,10,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,10,0,3
4,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,10,1,0,0,1,0,0,0,1,1,10,0,0,1,1,1,0,0,0,0,10,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,10,10,0,3
4,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,10,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,10,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,10,0,1,3
4,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,10,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,10,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,10,1,0,3
4,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,10,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,10,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,10,1,1,3
4,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,10,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,10,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,10,1,0,3
4,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,10,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,10,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,10,1,1,3
4,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,10,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,10,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,10,1,0,3
4,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,10,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,10,0,0,3
4,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,10,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,10,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,10,1,0,3
4,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,10,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,10,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,10,0,0,3
4,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,10,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,10,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,10,1,0,3
4,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,10,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,10,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,10,1,1,3
4,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,10,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,10,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,10,1,0,3
4,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,0,1,1,0,0,0,1,1,10,10,10,10,10,10,1,1,3
4,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,3
4,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,3
4,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,3
6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7
